Brooks, Kentucky	Census-designated places in Kentucky, Bullitt County, Kentucky
Leroy Suddath	1931 births, 2020 deaths, People from Savannah, Georgia, Burials at Arlington National Cemetery, American generals
Bob Andelman	1967 births, 2020 deaths, Writers from New Jersey
Indiana Evans	1990 births, Living people, Australian movie actors, Australian television actors, People from Sydney
North Brunswick, New Jersey	Townships in New Jersey, Middlesex County, New Jersey
Jeff Kimpel	1942 births, 2020 deaths, American meteorologists, Scientists from Ohio
Stevens Point, Wisconsin	Cities in Wisconsin, County seats in Wisconsin, Portage County, Wisconsin
Portage County, Wisconsin	Portage County, Wisconsin, 1840s establishments in Wisconsin Territory, 1844 establishments in the United States
Marathon, Greece	Towns in Greece
Municipalities of the Philippines	Subdivisions of the Philippines, Municipalities
Urtica pilulifera	Urticaceae
List of Dutch by net worth	Dutch people, Economy of the Netherlands
Actis, California	Unincorporated communities in California, Settlements in Kern County, California
Bodenseekreis	Districts of Baden-Württemberg
Karlsruhe (district)	Districts of Baden-Württemberg
Bruchsal	Cities in Baden-Württemberg
Rienzi, Mississippi	Towns in Mississippi
Farmington, Mississippi	Towns in Mississippi
Kossuth, Mississippi	Villages in Mississippi
Glen, Mississippi	Towns in Mississippi
Okolona, Mississippi	Cities in Mississippi, County seats in Mississippi
Houston, Mississippi	Cities in Mississippi, County seats in Mississippi
Bay Harbor Islands, Florida	Towns in Florida, Islands of Florida
The Ten Commandments	1956 movies, Best Picture Oscar, Movies based on the Bible
Joshua	Bibles
List of Yuva Puraskar winners for Telugu	Literary awards, Indian awards
List of Yuva Puraskar Winners for Tamil	Literary awards, Indian awards
List of Yuva Puraskar winners for Santali	Literary awards, Indian awards
List of Yuva Puraskar winners for Manipuri	Literary awards, Indian awards
List of Yuva Puraskar winners for Gujarati	Literary awards, Indian awards
List of Yuva Puraskar winners for Bodo	Literary awards, Indian awards
List of Yuva Puraskar winners for Bengali	Literary awards, Indian awards
Muhyiddin Yassin	1947 births, Living people, Prime Ministers of Malaysia, Deputy Prime Ministers of Malaysia
István Balsai	1947 births, 2020 deaths, Lawyers, Hungarian politicians
Ernesto Cardenal	1925 births, 2020 deaths, Deaths from cardiovascular disease, Deaths from kidney disease, Poets, Roman Catholic priests, Theologians, Nicaraguan politicians
Siamand Rahman	1988 births, 2020 deaths, Deaths from cardiac arrest, Iranian sportspeople
Bill Bunten	1930 births, 2020 deaths, Deaths from pneumonia, State legislators of the United States, American mayors, People from Topeka, Kansas, Politicians from Kansas, US Republican Party politicians
Pike County, Kentucky	1821 establishments in Kentucky, Kentucky counties
Djivan Gasparyan	1928 births, 2021 deaths, Armenian composers, Folk musicians
Shane Stone	1950 births, Living people, Chief Ministers of the Northern Territory, Liberal Party of Australia politicians, Politicians from the Northern Territory, Politicians from Victoria (Australia), Order of Australia
Brian D. Burns	1939 births, Living people, American fraudsters, People from Burlington, Vermont, Lieutenant Governors of Vermont, US Democratic Party politicians
Emu War	Birds of Australia, Pests, Military of Australia
Kohl's	1960s establishments in Wisconsin, 1962 establishments in the United States, Companies listed on the New York Stock Exchange, American department stores, Milwaukee, Wisconsin
Magnavox Odyssey Series	Video game consoles
Ulay	1943 births, 2020 deaths, Deaths from lymphoma, German artists, People from Solingen
Balbir Singh Kullar	1942 births, 2020 deaths, Cardiovascular disease deaths in India, Deaths from myocardial infarction, Field hockey players, Indian Olympic bronze medalists, Medalists at the 1968 Summer Olympics
Brittany Byrnes	1987 births, Living people, Australian movie actors, Australian television actors, Australian child actors
2007 Ontario general election	2007 elections
Matt Skiba	1976 births, American guitarists, American punk musicians, American record producers, American rock singers, American singer-songwriters, Living people, Multi-instrumentalists, Musicians from Chicago
2000 Canadian federal election	2000 elections, Elections in Canada
2002 Manitoba municipal elections	2002 elections, Elections in Canada
2004 Canadian federal election	2004 elections, Elections in Canada
2006 Canadian federal election	2006 elections
2009 Nova Scotia general election	2009 elections, Elections in Canada
2000 Halifax Regional Municipality municipal election	2000 elections, Elections in Canada
2002 Vancouver municipal election	2002 elections, Elections in Canada
2004 Nunavut general election	2004 elections, Elections in Canada
2006 Canadian electoral calendar	2006 elections, Elections in Canada
2009 Saskatchewan municipal elections	2009 elections, Elections in Canada
2010 Canadian electoral calendar	2010 elections, Elections in Canada
2011 Canadian electoral calendar	2011 elections, Elections in Canada
1994 Guelph municipal election	1994 elections, Elections in Canada
1992 Yukon general election	1992 elections, Elections in Canada
1992 Edmonton municipal election	1992 elections, Elections in Canada
By-elections to the 35th Canadian Parliament	1995 elections, 1996 elections, Elections in Canada
1996 Yukon general election	1996 elections, Elections in Canada
1997 Canadian federal election	1997 elections, Elections in Canada
1997 Alberta general election	1997 elections, Elections in Canada
By-elections to the 36th Canadian Parliament	2000 elections, 1999 elections, 1998 elections
1999 Nova Scotia general election	Elections in Canada, 1999 elections
1980 Canadian federal election	1980 elections, Elections in Canada
1981 Nova Scotia general election	Elections in Canada, 1981 elections
By-elections to the 32nd Canadian Parliament	1983 elections, 1982 elections, 1981 elections, 1980 elections
1982 Alberta general election	Elections in Canada, 1982 elections
1984 Canadian federal election	1984 elections, Elections in Canada
1984 Nova Scotia general election	Elections in Canada, 1984 elections
1988 Canadian federal election	1988 elections, Elections in Canada
1988 Nova Scotia general election	Elections in Canada, 1988 elections
Edward of Westminster, Prince of Wales	1453 births, 1471 deaths, English royalty, Princes and Princesses of Wales, Heirs apparent who never acceded, House of Lancaster
Ishi	1860s births, 1916 deaths, Native American people, People from California, Artists
Bhūmi	Hindu gods and goddesses
Charles Ronald Norgle Sr.	1937 births, Living people, American judges, American lawyers, Politicians from Chicago
University of Michigan Press	University of Michigan, University of Michigan campus, University presses
Cornell University Press	Cornell University, University presses
Raymond C. Fisher	1939 births, 2020 deaths, American judges, American lawyers, Cancer deaths in Los Angeles, US Democratic Party politicians, Politicians from Los Angeles, California, Politicians from Oakland, California
Suga (rapper)	1993 births, Living people, BTS members
Georges Gilles de la Tourette	1857 births, 1904 deaths, French physicians, Neurologists, People from Nouvelle-Aquitaine
Marvin E. Aspen	1934 births, Living people, American lawyers, American judges, Politicians from Chicago, US Democratic Party politicians
John Albert Nordberg	1926 births, 2021 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Illinois, American lawyers, American judges, Politicians from Illinois, People from Evanston, Illinois, US Republican Party politicians
William Thomas Hart	1929 births, Living people, American lawyers, American judges, Politicians from Illinois, People from Joliet, Illinois, US Republican Party politicians
Michel Leplay	1927 births, 2020 deaths, French writers
1954 United States Capitol shooting incident	20th century in Washington, D.C., 1954 in the United States, Crime in the United States, Mass shootings in the United States, March events
Lolita Lebrón	1919 births, 2010 deaths, Deaths from myocarditis, Deaths from respiratory tract infection, Puerto Rican people, Criminals, Political activists
Rafael Cancel Miranda	1930 births, 2020 deaths, Deaths from congestive heart failure, Puerto Rican people, Criminals, Political activists
Vladimir Shuralyov	1935 births, 2020 deaths, Russian military people, Soviet military people, Soviet politicians, Russian politicians, Road accident deaths
Marina Abramović	1946 births, Living people, Naturalized citizens of the United States, Serbian people, Yugoslavian people, American feminists, American painters, American sculptors, Artists from New York City
COVID-19	Diseases, COVID-19 pandemic
Musa Hitam	1934 births, Living people, Deputy Prime Ministers of Malaysia
Camarillo, California	Cities in California, Settlements in Ventura County, California
Gothenburg, Nebraska	Cities in Nebraska
Lexington, Nebraska	Cities in Nebraska, County seats in Nebraska
Hershey, Nebraska	Villages in Nebraska
M. S. Valiathan	Living people, 1934 births, Physicians, Surgeons, Indian scientists
Mahwah, New Jersey	Townships in New Jersey
Mohammad Mirmohammadi	1948 births, 2020 deaths, Iranian politicians, Deaths from the COVID-19 pandemic in Iran
Lawrence blockhouses	1864 establishments in the United States, 1860s establishments in Kansas, Forts in Kansas, Lawrence, Kansas
Canada, Kansas	Unincorporated communities in Kansas, Marion County, Kansas, 1883 establishments in Kansas
Goddard, Kansas	Cities in Sedgwick County, Kansas, 1883 establishments in Kansas
Théo van Rysselberghe	1862 births, 1926 deaths, Belgian painters, People from Ghent
Theo van Gogh (art dealer)	1857 births, 1891 deaths, Dutch businesspeople, People from North Brabant
